date,open,close,high,low,volume
2017/1/13,16.429,15.869,16.429,14.816,30746
2017/7/17,14.28,14.28,14.28,14.28,35691
2017/7/18,12.85,14.6,15.45,12.85,137785
2017/7/19,14.4,14.51,14.77,14.05,61568
2017/7/20,14.34,14.59,14.72,14.34,32301
2017/7/21,14.34,16.05,16.05,14.34,136019
2017/7/24,16.43,16.6,17.27,16.31,124240
2017/7/25,16.67,16.62,16.95,16.31,63792
2017/7/26,16.49,16.97,17.33,16.49,100040
2017/7/27,16.8,16.69,17.41,16.69,71277
2017/7/28,16.51,16.19,16.8,16.07,58216
2017/7/31,16.58,16.77,17.17,16.49,54586
2017/8/1,16.77,17.37,17.53,16.77,100044
2017/8/2,17.42,16.93,17.6,16.9,53135
2017/8/3,16.93,17.16,17.35,16.75,40550
2017/8/4,17,17.15,17.18,16.88,27038
2017/8/7,17,16.88,17.2,16.84,15525
2017/8/8,16.87,17.18,17.21,16.7,27273
2017/8/9,17.24,16.91,17.29,16.83,19149
2017/8/10,16.78,16.62,17,16.5,26921
2017/8/11,16.5,16.7,16.96,16.5,19487
2017/8/14,16.69,16.7,16.99,16.59,17164
2017/8/15,16.69,16.65,16.88,16.59,10618
2017/8/16,16.65,16.14,16.78,15.88,26464
2017/8/17,16.54,16.05,16.54,15.8,24821
2017/8/18,16.01,15.82,16.01,15.6,19432
2017/8/21,15.8,15.87,16.08,15.8,17737
2017/8/22,15.87,16,16.2,15.8,18947
2017/8/23,16,15.99,16.18,15.81,12074
2017/8/24,15.82,16.12,17,15.81,26612
2017/8/25,16.12,15.94,16.3,15.77,18377
2017/8/28,16,15.58,16,15.47,40968
2017/8/29,15.57,15.72,15.91,15.01,32900
2017/8/30,15.72,15.95,16.1,15.53,27208
2017/8/31,15.75,15.72,15.89,15.62,20795
2017/9/1,15.62,15.5,15.84,15.44,22262
2017/9/4,15.65,15.65,15.8,15.41,19164
2017/9/5,15.69,15.63,15.78,15.46,16405
2017/9/6,15.7,15.55,15.7,15.43,11722
2017/9/7,15.48,15.22,15.55,15.2,26471
2017/9/8,15.17,15.48,15.53,14.97,27679
2017/9/11,15.44,15.3,15.47,15.2,15589
2017/9/12,15.3,15.66,15.7,15.2,34324
2017/9/13,15.55,15.59,15.62,15.44,14134
2017/9/14,15.59,15.57,15.59,15.39,16734
2017/9/15,15.45,15.42,15.55,15.35,13111
2017/9/18,15.43,15.58,15.69,15.32,12772
2017/9/19,15.6,15.82,16.19,15.44,25538
2017/9/20,15.8,15.72,15.89,15.66,15105
2017/9/21,15.66,15.49,15.76,15.45,12805
2017/9/22,15.62,15.51,15.79,15.43,16834
2017/9/25,15.51,15.3,15.52,15.2,15151
2017/9/26,15.2,16.26,16.53,15.2,49781
2017/9/27,16.6,16.62,16.65,16.2,43615
2017/9/28,16.62,16.6,17.25,16.46,48409
2017/9/29,16.6,16.66,17.1,16.33,23525
2018/3/9,14.99,15.36,16.5,14.99,119701
2018/3/12,15,14.9,15.3,14.44,77439
2018/3/13,14.91,14.73,15.47,14.65,79099
2018/3/14,14.44,13.9,14.44,13.5,86336
2018/3/15,13.8,13.62,13.86,13.41,54685
2018/3/16,13.67,14.35,14.88,13.5,83452
2018/3/19,14.97,14.57,15.16,14.21,81231
2018/3/20,13.95,14.01,14.25,13.71,45453
2018/3/21,14.04,14.04,14.2,13.8,40203
2018/3/22,14.5,14.38,14.77,14.37,59317
2018/3/23,13.6,13.6,13.97,13.36,52546
2018/3/26,13.5,13.52,13.7,12.5,44377
2018/3/27,13.47,14.33,14.6,13.47,47693
2018/3/28,14.01,14.22,14.61,13.91,26629
2018/3/29,14.01,14.37,14.73,14.01,29354
2018/3/30,14.37,14.33,14.65,14.27,17106
2018/4/2,14.2,14.21,14.42,14.19,19259
2018/4/3,14.14,14.58,14.9,13,47863
2018/4/4,14.56,14.26,14.69,14.2,20217
2018/4/9,14.25,13.95,14.26,13.88,24091
2018/4/10,14.14,14.14,14.18,13.6,21666
2018/4/11,14.05,14.13,14.18,13.99,16435
2018/4/12,14.12,14.04,14.12,13.9,17737
2018/4/13,14.02,13.98,14.22,13.98,14190
2018/4/16,13.98,13.99,14.08,13.76,12417
2018/4/17,13.91,13.89,14.38,13.69,32937
2018/4/18,13.78,13.78,14.18,13.56,12182
2018/4/19,13.53,13.61,13.88,13.53,15593
2018/4/20,13.69,13.6,13.79,13.5,11142
2018/4/23,13.6,13.62,13.69,12.5,33610
2018/4/24,13.48,13.71,14.17,13.02,24570
2018/4/25,13.53,13.61,13.75,13.42,16055
2018/4/26,13.6,13.57,13.68,13.43,11757
2018/4/27,13.69,13.59,13.69,13.43,11085
2018/5/2,14.17,13.79,14.17,13.59,14832
2018/5/3,13.61,13.68,13.79,13.61,9427
2018/5/4,13.8,13.68,13.88,13.51,5924
2018/5/7,13.8,13.64,13.85,13.61,9133
2018/5/8,13.72,13.85,14.02,13.54,17997
2018/5/9,13.74,13.71,14.15,13.67,8704
2018/5/10,13.72,13.6,13.72,13.5,13817
2018/5/11,13.64,13.49,13.68,13.4,10663
2018/5/14,13.58,13.47,13.58,13.41,9656
2018/5/15,13.33,13.4,13.55,13.33,9258
2018/5/16,13.4,13.3,13.4,12.94,34294
2018/5/17,13.3,13.25,13.3,12.92,19566
2018/5/18,13.2,13.3,13.39,13.08,11372
2018/5/21,13.23,13.27,13.45,13.16,9771
2018/5/22,13.22,13.31,13.32,13.22,7570
2018/5/23,13.23,13.3,13.39,13.11,8478
